customer_id,age,gender,income,location,joined_date,email,phone,total_spent,purchase_frequency,last_purchase_days,preferred_category
C0506,29,F,18551,Gibsontown,2021-10-09,hsmall@example.com,+1-413-228-6989x3743,138,3,165,Fashion
C0507,43,F,16697,West Kellytown,2021-01-11,jennifer42@example.net,(525)288-8106x4507,20,4,252,Fashion
C0508,33,M,12549,Danielschester,2025-01-06,kmitchell@example.net,854-707-2728x89056,264,1,12,Fashion
C0509,68,F,21306,Port Kristina,2025-07-17,jeanette45@example.com,001-927-818-8848x812,69,3,304,Electronics
C0510,54,F,12065,Johnmouth,2023-10-31,kimsilva@example.net,341-709-9418x98450,11,3,212,Fashion
C0511,39,F,29852,Payneview,2023-08-08,swansonlarry@example.net,+1-536-933-9084x477,223,2,282,Electronics
C0512,46,F,22764,South Jennifershire,2022-03-14,michaelmccann@example.net,+1-520-406-4332x68601,765,4,112,Electronics
C0513,31,F,12295,Fitzgeraldberg,2023-12-20,brianmorales@example.net,+1-446-383-1868x52073,42080,82,211,Beauty
C0514,45,F,19463,Lake Karen,2021-11-03,chelsea59@example.com,453-829-9578x203,187,5,239,Beauty
C0515,22,F,16303,South Jonathanmouth,2021-10-04,stephanierowe@example.com,735.556.4485,531,3,268,Fashion
C0516,64,F,25025,Silvatown,2024-07-05,samuel13@example.org,(912)918-1249,131,3,298,Fashion
C0517,66,F,37653,Coreyburgh,2023-11-27,hcobb@example.org,+1-434-355-5723x378,7,2,317,Fashion
C0518,47,F,10403,South Kathleenmouth,2025-01-03,johnsonpaul@example.net,+1-919-452-0506,722,0,58,Home
C0519,63,F,23063,North Karen,2024-04-09,haasjames@example.net,965-710-2557x204,488,4,34,Beauty
C0520,69,M,20659,Grantborough,2022-11-13,janice54@example.com,387-804-3312x06196,718,3,263,Beauty
C0521,22,F,28811,Martinezton,2021-01-20,bradleydavid@example.net,250.405.7325,19,2,35,Home
C0522,29,F,23987,Thompsonstad,2024-05-03,morrisonjoseph@example.net,965-584-0084,907,4,271,Electronics
C0523,33,M,16304,New Kevin,2020-11-26,martinbrian@example.net,+1-245-502-8837x69646,483,6,227,Fashion
C0524,43,F,19387,Lake Shelby,2021-10-10,ojohnson@example.net,496.537.7490x23193,414,4,25,Fashion
C0525,43,M,16019,Nealborough,2023-04-14,torresjacob@example.com,329.520.0179x364,489,4,234,Fashion
C0526,65,M,33873,South Heatherstad,2022-07-14,rmaxwell@example.net,(483)971-5463,999,2,59,Beauty
C0527,38,F,22215,Tinastad,2022-07-09,daniel10@example.org,+1-220-967-7889x0513,442,1,251,Fashion
C0528,56,M,47121,Port Megan,2025-03-06,david59@example.net,001-683-727-2289x775,434,1,335,Electronics
C0529,53,F,21498,Williamfort,2022-12-09,moodyvicki@example.com,864.921.9202,2337,1,86,Fashion
C0530,50,F,16591,Lake Jody,2023-11-22,kenneth63@example.net,+1-240-767-1446x2282,47697,99,251,Sports
C0531,47,F,12022,Owensside,2022-12-14,dmckee@example.net,3547617578,291,3,180,Electronics
C0532,54,M,10707,Port Amberborough,2021-02-15,fernandopage@example.com,802.567.4983,614,4,207,Home
C0533,40,M,11688,New Kathrynmouth,2024-12-13,smalljessica@example.net,7434489459,246,4,344,Fashion
C0534,27,F,24510,Port Brandonton,2025-02-03,amber13@example.org,718.765.2172x302,129,2,149,Electronics
C0535,22,Other,26997,Meganmouth,2025-02-01,martinashley@example.com,001-899-347-1586x38705,454,6,71,Fashion
C0536,53,F,11702,Blanchardport,2023-09-20,riverajeffrey@example.com,(967)502-0151x25146,47491,89,121,Home
C0537,51,M,31508,Woodview,2022-03-21,meyernicholas@example.org,246.319.1355,1323,1,253,Fashion
C0538,69,F,18156,Rayville,2021-04-02,aaron74@example.com,(762)477-1223x322,209,3,93,Beauty
C0539,48,F,23358,Ryanborough,2025-07-31,bcarrillo@example.net,+1-249-595-4388x713,375,2,256,Electronics
C0540,27,F,41977,Nataliehaven,2023-04-16,kennethcox@example.com,+1-791-422-7949x32453,118,2,254,Electronics
C0541,36,M,31531,Lake Dillon,2021-05-22,gpearson@example.net,360.454.7980,2716,3,352,Sports
C0542,49,F,19783,Veronicamouth,2023-01-18,pferguson@example.com,+1-697-497-4210x832,12037,70,288,Fashion
C0543,18,F,15421,North Aprilville,2024-04-26,mary81@example.org,(968)662-2952,524,3,309,Home
C0544,22,F,9313,North Christine,2021-12-06,dominic92@example.org,+1-348-214-7864,815,3,59,Beauty
C0545,62,M,16520,Port Yolandafurt,2021-06-11,jasonzhang@example.org,001-289-499-6479x10634,627,6,69,Fashion
C0546,21,F,20242,Kylebury,2021-03-22,haleybrown@example.net,001-836-939-0256x989,449,6,86,Home
C0547,33,F,14840,New Sue,2021-07-27,heathchristine@example.com,(233)327-1169x8869,27,3,274,Electronics
C0548,41,M,20899,New Jennifertown,2025-02-21,umartin@example.net,(964)971-7789,303,3,227,Electronics
C0549,33,F,22714,Tammyport,2021-12-16,richardsondaniel@example.com,001-480-616-3314x7735,561,3,81,Electronics
C0550,19,F,20131,North Franciscoview,2022-09-02,danielmorton@example.net,001-351-767-4848x87533,565,2,114,Beauty
C0551,66,M,16983,Vaughnshire,2022-02-18,toni96@example.com,001-962-333-4332x49211,233,3,184,Electronics
C0552,45,M,23563,Lucasfurt,2022-04-28,marshallchase@example.net,508.562.2302x6843,1421,3,280,Home
C0553,49,F,26285,Mcintyrehaven,2024-01-24,ballardshelia@example.org,9619327243,91,3,322,Sports
C0554,44,M,14240,Grantmouth,2025-03-18,sarah17@example.net,313.726.1926x74852,346,1,318,Fashion
C0555,37,F,38730,Hallchester,2023-10-30,matthew06@example.org,391-346-5578,587,4,54,Fashion
C0556,41,M,21174,North Patrick,2021-11-01,contreraskristin@example.com,858.724.2148x832,597,1,197,Fashion
C0557,29,F,22193,Kathrynstad,2025-08-07,annette25@example.net,(361)898-3723x6104,522,4,293,Fashion
C0558,67,M,29239,East Kristenview,2023-08-12,jessica83@example.org,+1-530-621-4435,160,2,293,Fashion
C0559,52,F,24180,Lake Brianburgh,2023-10-23,nicolecoleman@example.com,602.482.3353,84,2,291,Home
C0560,50,F,32249,Lucasfort,2021-01-22,contrerasangela@example.com,001-586-338-7731,505,5,180,Sports
C0561,50,F,24707,West Todd,2022-09-21,obenitez@example.com,587.432.1928,457,4,222,Sports
C0562,68,F,17240,Amyfort,2020-08-19,nathansantiago@example.org,001-295-837-2588x424,98,1,274,Beauty
C0563,60,M,25453,South Breannashire,2023-12-23,shelley44@example.com,+1-412-485-5306,610,1,244,Beauty
C0564,54,F,13939,Schneiderland,2024-10-10,tony60@example.com,(932)396-6927,303,5,154,Fashion
C0565,29,M,23004,New Ericatown,2024-04-04,grich@example.org,001-639-203-2645x050,550,3,304,Home
C0566,20,M,21735,North Maria,2021-07-08,meganrodriguez@example.org,(492)935-0360,908,1,273,Beauty
C0567,18,M,20267,North Ashleyhaven,2021-11-25,brittany86@example.net,6425127897,93,1,135,Fashion
C0568,50,F,20922,Martinezville,2024-03-06,kingjustin@example.com,(399)218-6623x964,9,5,313,Sports
C0569,57,F,10376,Nancyton,2023-07-11,qfowler@example.org,3178263726,755,4,8,Fashion
C0570,27,F,17685,Port Megan,2023-04-30,mfox@example.net,310.389.9205,470,4,128,Home
C0571,60,M,22859,Meyersshire,2021-08-07,josegutierrez@example.org,447-802-1533x448,601,1,56,Home
C0572,61,M,23480,North Anthonyfurt,2023-03-24,danielward@example.net,(879)722-7601,910,0,126,Sports
C0573,46,Other,14602,Christinaville,2024-12-12,jaimehorton@example.net,558-275-4000,811,4,159,Electronics
C0574,30,M,36544,Rodriguezshire,2021-03-28,boltonashlee@example.net,+1-684-244-0513x477,1621,2,59,Home
C0575,29,M,15576,Johnnyton,2022-07-16,kevin85@example.net,(996)580-5864x3247,383,4,58,Fashion
C0576,48,M,32460,Robertfort,2021-03-18,sherrybean@example.com,999-531-5058x981,335,1,140,Electronics
C0577,63,F,26131,Stephanieburgh,2020-10-02,andrea74@example.net,572-200-6334x130,256,1,176,Beauty
C0578,19,F,17009,Lake Johnhaven,2025-06-03,ericksoncatherine@example.net,+1-948-920-3001x71361,83,4,108,Home
C0579,68,M,44807,West Christopher,2025-08-05,lauren28@example.com,7943944995,425,2,211,Home
C0580,67,M,13664,North Dennis,2022-08-16,craigdave@example.org,265-227-7861,31146,70,74,Fashion
C0581,52,F,31813,Port Nancymouth,2021-06-24,gloria86@example.org,+1-961-382-4024,1271,1,167,Fashion
C0582,40,F,32867,North Larrymouth,2023-08-22,smithlee@example.net,825-596-5350x52826,437,3,357,Home
C0583,34,M,16844,Paulfurt,2024-09-01,claytoncaroline@example.net,(517)492-5869x994,449,4,304,Fashion
C0584,43,F,38445,Melissaside,2022-07-04,hmorales@example.org,(934)950-7861x58683,219,2,233,Electronics
C0585,25,M,19929,Danielview,2022-05-12,donna53@example.net,874.720.6139x212,26,2,327,Sports
C0586,46,M,24722,East Rachel,2024-12-31,ricetracey@example.com,953.436.8907x5263,16,4,182,Fashion
C0587,43,F,24443,Suefurt,2021-08-23,laura37@example.net,+1-913-490-5028,275,3,122,Home
C0588,27,M,20874,South Coryton,2020-10-19,munozann@example.net,(290)419-7555x1966,44,1,334,Fashion
C0589,43,F,30464,West Jennifer,2025-02-15,ortizmark@example.com,(840)676-9374x381,466,1,203,Fashion
C0590,51,M,30254,Joshuahaven,2024-07-14,lawrencejames@example.org,943.650.3631x731,1064,3,29,Fashion
C0591,68,M,10944,West Ronnietown,2025-07-09,aoconnor@example.net,586.301.1511,1072,2,202,Fashion
C0592,58,Other,37113,East Jasonburgh,2020-12-10,tonya98@example.org,001-364-918-0031x76784,538,3,93,Fashion
C0593,24,M,11327,South Richard,2025-05-25,briannaherrera@example.org,(424)275-4411x38129,118,2,329,Fashion
C0594,21,F,33290,Haroldborough,2020-09-22,lindseybruce@example.net,(352)638-0698,993,6,356,Fashion
C0595,67,M,34567,East Jeffreybury,2023-11-13,allison24@example.com,6096751747,1086,7,176,Electronics
C0596,62,M,14237,East Jessica,2024-07-23,dennislewis@example.org,(375)911-8436,109,4,330,Fashion
C0597,28,M,18688,South Robertville,2022-02-01,caitlynlee@example.com,832.771.0143,668,2,211,Electronics
C0598,46,F,14153,Danielside,2021-07-26,rphillips@example.com,341.589.5394,168,2,184,Electronics
C0599,53,M,20211,West Edwardshire,2025-08-07,justinmontes@example.org,422.355.9240x051,811,0,95,Sports
C0600,42,F,19473,North Nicole,2023-11-20,jamesbowers@example.org,684-895-1086x89656,14123,73,273,Home
C0601,38,M,30087,Carsonbury,2020-10-31,winterstheodore@example.net,001-733-212-3366,15,2,137,Home
C0602,53,F,37202,Brownstad,2020-12-04,christophersmith@example.net,736.957.8406x41497,1138,4,237,Fashion
C0603,27,M,38494,East Erica,2025-07-18,perryjennifer@example.org,5088882597,487,4,353,Sports
C0604,54,F,17590,New Ronald,2023-06-03,davidfreeman@example.net,001-578-710-2928x0002,1813,4,265,Home
C0605,26,F,20258,Lake Michael,2024-10-30,tjohns@example.org,710.566.1577,312,5,135,Beauty
C0606,41,F,11233,Samuelland,2024-08-08,ecochran@example.com,628.545.6811,939,3,144,Fashion
C0607,52,F,15956,Davidchester,2021-08-13,carloscarlson@example.com,(825)921-8450x24192,32,3,19,Sports
C0608,66,F,32400,New Dylanhaven,2025-02-19,jill43@example.com,514.889.5735x02315,204,5,231,Beauty
C0609,52,F,42033,Virginiashire,2024-05-07,daniellemartinez@example.com,951-807-1926x56203,34,4,134,Beauty
C0610,65,M,13443,East Jesusbury,2021-08-13,dkelly@example.com,001-408-439-5028,1851,3,114,Electronics
C0611,53,M,17378,Evansside,2024-01-31,brandyhawkins@example.com,(226)900-4224x00372,849,4,139,Electronics
C0612,35,F,21795,North Wandaton,2023-01-02,mschmidt@example.net,+1-692-610-3969,957,3,125,Electronics
C0613,66,F,24638,Alvaradochester,2025-07-15,michelle80@example.org,7684138289,1390,3,204,Electronics
C0614,56,F,15933,Lake Dylanport,2024-07-04,elizabethprice@example.org,331-449-0963x714,44,4,61,Beauty
C0615,49,F,26098,Debbiehaven,2021-12-10,melissa96@example.org,+1-627-744-9682x3580,243,3,250,Electronics
C0616,41,M,18223,South Andrea,2021-08-16,barneskevin@example.net,+1-663-932-1418,36,1,298,Electronics
C0617,40,M,21899,Jacksonborough,2021-04-29,sarahcole@example.org,(946)364-4595x49224,118,3,13,Electronics
C0618,49,F,27405,New Adamport,2021-08-18,hernandezmichael@example.net,001-687-432-1670x6760,130,2,255,Electronics
C0619,54,M,22083,Cindychester,2023-03-06,kathrynclayton@example.com,001-761-345-6411x738,316,2,85,Electronics
C0620,29,M,18498,Jonesport,2022-05-28,imorris@example.com,(786)725-4467,156,4,20,Beauty
C0621,66,F,21081,Michaelchester,2022-03-30,olsonmonica@example.net,315.276.0042x88865,53,4,50,Home
C0622,30,M,21261,North Tammy,2020-09-15,eric33@example.com,735-285-6316x26908,91,1,164,Electronics
C0623,40,F,18996,West Robin,2022-11-24,alexandra70@example.net,+1-637-677-7287x44289,79,7,92,Fashion
C0624,42,M,19860,South Jeffrey,2024-05-14,hwhite@example.net,942-662-4263,1807,3,88,Fashion
C0625,52,F,41750,Snowmouth,2023-02-21,jdickerson@example.net,798.944.6938x293,712,2,69,Electronics
C0626,58,M,27566,North Michael,2021-05-07,elizabethlloyd@example.net,+1-217-810-3220x2602,1717,6,37,Home
C0627,47,M,19571,Williamsland,2022-11-27,kyliehenderson@example.org,(485)641-1680x63048,289,0,253,Home
C0628,34,M,29108,West Tony,2024-11-14,carrieroberts@example.net,9729025180,163,6,252,Home
C0629,66,M,19273,Lake Jennifer,2023-10-31,john49@example.com,001-200-825-5190x2760,800,3,140,Home
C0630,37,M,35215,Scottborough,2021-06-14,williamsjanet@example.com,314-222-4361,197,3,355,Electronics
C0631,65,M,25536,Aaronburgh,2021-11-08,laurie90@example.com,735.511.1224x65874,177,5,168,Sports
C0632,42,F,21101,Lewisfort,2022-09-28,nancyorozco@example.com,001-360-812-2140x0230,132,5,54,Beauty
C0633,39,M,26346,Huntfort,2021-04-18,arianavasquez@example.com,571.925.8621,69,2,178,Sports
C0634,30,F,11750,Mariahfort,2021-08-01,carol52@example.org,001-230-303-4950x1107,148,4,297,Electronics
C0635,36,F,14034,Catherineport,2021-01-12,fgomez@example.net,+1-535-614-8098x247,219,3,301,Sports
C0636,66,F,13662,New Brianna,2022-03-09,amy35@example.net,960-661-3421,560,6,359,Beauty
C0637,53,M,23322,West Jennaport,2021-10-27,christopher55@example.com,+1-876-660-4247x76561,32,1,106,Beauty
C0638,29,F,44046,Lake Brian,2024-05-25,james00@example.com,+1-800-227-7839x663,118,3,137,Electronics
C0639,58,M,53772,South Nicholasfurt,2021-07-13,jeremy59@example.com,797-690-6933,827,5,190,Home
C0640,36,M,28430,South Gregory,2022-10-29,joanna26@example.org,803-661-7214,79,3,128,Sports
C0641,29,Other,26912,Shannonview,2020-08-19,jessica62@example.com,646-217-3995,209,2,342,Home
C0642,26,M,10716,Port Alfred,2025-06-26,michelle84@example.org,234-579-0375,999,0,47,Home
C0643,24,F,17728,New Sarafort,2021-07-08,melendezamanda@example.com,996.382.4883x0918,84,1,5,Sports
C0644,45,F,16072,Matthewstad,2020-10-18,gregg83@example.com,001-749-546-8368x70149,43,4,257,Fashion
C0645,31,F,17182,Port Tina,2025-01-16,brian69@example.net,822-340-6547x46411,331,6,300,Home
C0646,48,F,20593,Port David,2021-05-27,sbanks@example.com,2822130812,180,2,150,Fashion
C0647,69,M,18236,Waltonville,2024-05-19,ksmith@example.net,001-569-414-0962x894,414,4,294,Sports
C0648,36,M,9979,South Michelle,2022-10-20,david60@example.net,+1-983-290-5574,814,1,243,Electronics
C0649,64,F,29707,South Jessetown,2021-07-02,moorecynthia@example.com,001-319-608-6427x4506,73,1,275,Fashion
C0650,33,M,14341,Jacksonbury,2021-12-06,thomas82@example.com,001-534-385-1750x478,434,9,208,Home
C0651,22,M,24238,Dunnshire,2022-09-15,johnbarrett@example.net,599-820-4816,352,2,115,Beauty
C0652,52,M,50495,Paynechester,2021-10-07,garciasue@example.com,(483)344-7903x71140,77,2,195,Home
C0653,29,M,15248,West Seanfurt,2021-12-10,eoconnor@example.com,5243160056,489,3,343,Sports
C0654,42,M,8005,South Johnport,2021-08-27,lroberts@example.org,453-920-1169,159,4,170,Sports
C0655,69,M,19645,Shawnland,2020-12-25,nicoleriley@example.com,(892)841-1982,334,2,82,Electronics
C0656,38,F,34213,Kimberlyview,2025-07-10,smithsamuel@example.com,(529)818-7481x001,42,1,154,Fashion
C0657,53,F,48210,Joshuaport,2022-01-03,tristan36@example.org,(676)481-3287,34331,64,141,Electronics
C0658,40,F,13469,Gouldfurt,2022-07-14,christinapatterson@example.org,(406)419-3506,182,1,314,Fashion
C0659,33,M,26867,Davisstad,2022-10-27,williamevans@example.net,+1-212-824-2294,864,0,146,Fashion
C0660,56,M,18285,Youngchester,2024-12-01,geraldphillips@example.org,+1-824-561-9169x315,29,3,323,Sports
C0661,62,M,21112,New Joe,2023-08-31,huntmegan@example.com,664.388.7096,271,2,122,Beauty
C0662,59,F,63432,North Sabrinashire,2024-12-23,jpugh@example.net,+1-597-996-7365x198,306,6,252,Electronics
C0663,56,F,12074,Lake Jasonberg,2024-09-22,amandamendoza@example.org,827-990-0021x1299,645,2,343,Electronics
C0664,31,M,24379,New Patricia,2022-01-04,robertmitchell@example.net,776.969.1671x484,426,2,311,Home
C0665,48,F,26557,South Timothy,2025-06-17,michael14@example.org,5157100859,550,2,89,Fashion
C0666,22,M,34006,Davisbury,2021-12-04,smithchristopher@example.org,206-293-8645,750,6,58,Electronics
C0667,52,F,22906,Nancybury,2020-09-13,melanie96@example.net,958-212-1837x7465,990,1,63,Beauty
C0668,40,F,24914,North Richardport,2025-02-20,ilandry@example.com,(533)806-8186x66050,188,4,347,Sports
C0669,46,F,18832,Port Donald,2025-07-22,bwright@example.net,537.564.3104x7213,386,4,308,Fashion
C0670,60,F,24529,Tranbury,2021-11-22,jmckinney@example.net,247.369.4167x46447,916,2,280,Beauty
C0671,28,F,19201,Sheilahaven,2022-12-11,charlesthompson@example.org,326.398.3351x8844,2275,3,72,Fashion
C0672,35,M,28243,Carpenterhaven,2022-09-28,garmstrong@example.com,979.804.8424x2788,1101,0,9,Home
C0673,64,F,18999,Port Melissa,2024-05-29,kayla34@example.com,(408)627-8128,232,3,94,Fashion
C0674,29,M,25612,Loriville,2022-11-10,christopher64@example.com,773.635.9690x7541,108,4,339,Electronics
C0675,26,F,21770,Poolehaven,2022-02-20,shannon20@example.net,590.646.3582,336,2,336,Sports
C0676,27,F,34558,West Williefort,2022-09-04,bensontammy@example.org,8296599197,676,4,152,Fashion
C0677,61,F,21578,Elliston,2022-07-01,srogers@example.com,2795935372,339,0,356,Home
C0678,34,M,10837,Cassandraville,2021-08-26,woodspeter@example.org,312-638-1035x2645,330,2,40,Fashion
C0679,55,F,36489,Paulmouth,2021-11-04,christopher41@example.net,644-713-5620x817,910,4,359,Electronics
C0680,24,F,15332,Lake Joseph,2025-06-11,sharon46@example.net,956-267-4532,224,4,62,Electronics
C0681,63,F,16957,Lake Christinachester,2024-03-14,wilsoncurtis@example.com,857.626.0216,982,2,254,Fashion
C0682,30,M,17356,Rojasport,2021-02-13,brendanliu@example.net,931.432.8969x904,261,3,69,Home
C0683,57,M,38168,Port Troyburgh,2023-05-27,simpsongloria@example.org,+1-615-276-2806x957,198,4,245,Fashion
C0684,59,M,9374,Flynnmouth,2021-04-11,ucastillo@example.org,875-391-5096x260,302,4,170,Home
C0685,26,M,77272,Earlfort,2023-05-06,jamesthomas@example.com,448.698.8922,718,3,178,Home
C0686,67,F,33604,Danielfort,2021-07-07,brownwanda@example.org,244-242-9593x55465,67,3,189,Home
C0687,44,M,24083,Dyerberg,2020-10-13,melindahutchinson@example.net,243.686.6655,109,3,260,Fashion
C0688,19,F,21548,Port Brian,2020-12-09,dunnsusan@example.org,(226)829-8427x63610,1512,2,72,Sports
C0689,22,M,24691,Alexandermouth,2025-07-09,tracy91@example.net,(989)550-2325,96,3,17,Fashion
C0690,46,M,27131,Lake Brian,2021-07-18,jeffrey82@example.org,(607)922-0176,419,4,341,Fashion
C0691,54,F,28512,Garrettbury,2021-03-20,daniellejones@example.org,(704)937-8130x97639,432,5,57,Electronics
C0692,55,F,27508,Port Amanda,2021-04-18,ugilbert@example.org,001-983-703-4576x64182,336,5,218,Fashion
C0693,36,F,22830,Lake Tyrone,2023-08-11,sullivanmonica@example.com,399-919-9615x806,517,1,107,Electronics
C0694,25,F,20354,Lake James,2025-06-30,alexiswatson@example.com,(690)976-7510x86147,130,5,304,Home
C0695,65,F,20733,Coreyport,2022-04-26,kdelgado@example.com,(735)813-3266x462,402,4,173,Electronics
C0696,62,M,20374,Arnoldfurt,2020-09-15,petersonthomas@example.com,417.747.7010x069,232,2,219,Fashion
C0697,18,Other,34665,New Davidhaven,2021-06-10,qknight@example.org,846-577-3605x204,541,2,247,Beauty
C0698,39,F,27929,North Katiechester,2023-07-14,msmith@example.com,845.624.7740,76,1,218,Fashion
C0699,69,F,6794,Jonesberg,2023-08-13,tracy51@example.com,(646)278-1362,423,3,31,Electronics
C0700,34,M,28634,Stevenland,2020-08-24,brayernest@example.org,582.397.3943,102,5,47,Electronics
C0701,24,F,23810,West Timothy,2022-05-03,christopher34@example.net,842.607.2214,163,1,134,Beauty
C0702,42,M,21862,North Donnamouth,2022-06-11,haneyjennifer@example.com,597.382.7390x9284,123,2,108,Electronics
C0703,62,M,18856,New Jaredmouth,2022-04-13,hubbardgregory@example.net,(611)912-5028x420,100,3,72,Fashion
C0704,21,M,34532,North Paula,2023-12-19,johnandrews@example.net,2604982742,49386,98,327,Fashion
C0705,53,M,32177,Kimshire,2023-08-19,gallowayadam@example.com,923-233-1867x7806,168,3,108,Home
C0706,23,F,16168,Lake Deanna,2024-01-19,teresa36@example.net,(316)916-1248x88641,1309,3,309,Home
C0707,48,F,25921,South Sarah,2024-11-11,travislane@example.org,001-227-873-7368x2430,1752,5,272,Beauty
C0708,36,F,14933,New Kathryn,2020-10-17,stephanie58@example.com,424-524-2348x72751,423,4,171,Electronics
C0709,61,M,12684,Matthewport,2024-04-10,lwatson@example.com,001-933-878-1893x118,77,3,116,Electronics
C0710,56,M,17142,South Williammouth,2024-07-19,stonecourtney@example.com,001-779-590-9591x837,234,5,329,Electronics
C0711,44,M,31099,West Nathanielhaven,2020-10-18,fcarter@example.org,303-302-4763x330,799,4,74,Electronics
C0712,27,Other,32249,Sandraside,2021-06-14,johnibarra@example.net,+1-702-746-5088,228,1,256,Electronics
C0713,43,M,27044,Seanbury,2024-09-15,milesgregory@example.net,(684)579-7967,45,3,81,Fashion
C0714,36,F,29437,Lake Sarahburgh,2021-04-16,juarezjessica@example.org,202-685-7118x0482,406,3,268,Fashion
C0715,56,F,27077,Hillberg,2024-07-10,martinezalicia@example.org,333-891-2216,932,1,128,Home
C0716,20,M,17041,West Kimberlyland,2024-07-20,joshuabentley@example.org,001-885-851-6183x887,794,5,326,Fashion
C0717,62,F,26180,Port Christopher,2022-07-14,ipetty@example.com,(747)806-1696,96,3,235,Home
C0718,30,F,30338,East Ianbury,2023-09-15,vargaswilliam@example.com,+1-518-599-8253x2159,558,2,41,Fashion
C0719,67,F,29783,Lynnborough,2022-07-19,charles65@example.com,(502)929-4035,124,3,181,Electronics
C0720,45,F,35438,Carolineshire,2025-01-03,wendy20@example.net,(922)367-8286,123,3,157,Fashion
C0721,37,M,29240,Arielchester,2022-11-08,jessica01@example.org,6635692800,1036,3,59,Electronics
C0722,45,M,25351,Beckborough,2022-01-11,djohnson@example.org,349-505-9197x32051,143,1,345,Electronics
C0723,25,F,33794,South Christopherburgh,2021-12-22,christopher14@example.com,304.548.9659x97885,152,5,249,Fashion
C0724,58,F,21794,New Ryan,2023-02-20,david48@example.net,001-283-943-4163x92191,0,1,192,Sports
C0725,56,M,15479,West Brandonchester,2021-03-31,michellecampbell@example.net,(844)988-4503,1022,4,24,Home
C0726,18,F,20635,Griffinhaven,2021-06-04,hbrown@example.com,(630)902-0434,786,2,80,Electronics
C0727,20,F,16350,Pierceshire,2023-12-29,emilymiller@example.com,(626)489-5590,493,3,134,Beauty
C0728,30,F,16813,Morrisonville,2024-05-09,gregory85@example.net,001-658-200-6014,693,4,213,Home
C0729,45,M,20789,Port Ronaldburgh,2024-01-24,urodriguez@example.net,001-927-702-8726x14167,82,3,348,Home
C0730,66,F,16043,Margaretside,2021-11-24,johnrojas@example.org,4865297132,306,8,166,Beauty
C0731,42,F,19473,South Cristinaborough,2023-04-02,ghughes@example.net,+1-625-738-7232x56427,216,2,348,Fashion
C0732,50,M,10327,New Amberbury,2024-07-18,whiteheadsierra@example.org,990-325-3136,49,2,337,Electronics
C0733,55,M,23988,New Thomas,2023-02-13,andrewhughes@example.com,7507986430,332,1,71,Fashion
C0734,23,F,22037,South Jennifer,2022-05-10,paige47@example.net,+1-650-737-0849x05465,1267,1,214,Fashion
C0735,61,M,15885,North Andrewmouth,2023-03-25,danielkeller@example.com,874-825-7957x30284,20,5,65,Fashion
C0736,62,F,28672,New James,2022-11-14,kristaperkins@example.com,(632)537-7895x356,172,2,221,Home
C0737,49,F,32049,Kennethland,2025-07-09,elizabeth36@example.com,(393)529-7282,116,0,308,Sports
C0738,62,M,11579,East Diamondport,2023-06-08,andrew20@example.org,596.885.5453x4754,136,2,286,Sports
C0739,64,F,16234,Rubenside,2025-04-23,alvinhicks@example.org,(481)577-5674,1195,5,185,Beauty
C0740,38,M,16193,East Christie,2024-11-08,kenneth65@example.net,+1-843-994-8628,315,4,207,Beauty
C0741,33,F,15124,West Sandra,2022-05-18,melissacarter@example.net,+1-335-722-0608x8115,313,4,99,Sports
C0742,38,M,30693,Wufort,2024-02-18,tracy17@example.com,(680)797-5217,714,4,242,Electronics
C0743,28,F,20383,Hillport,2025-04-11,jamesmorales@example.com,001-802-493-9610,83,4,158,Electronics
C0744,54,M,19814,Stephenborough,2023-11-08,kimberlycannon@example.org,001-822-582-8501x31741,333,1,98,Fashion
C0745,53,M,9881,Traceystad,2025-06-20,lallison@example.org,489-943-6859,281,3,42,Beauty
C0746,52,F,28400,Wanghaven,2024-07-24,jmcmahon@example.net,315.630.0447x4667,454,1,139,Fashion
C0747,36,M,13417,Hillmouth,2025-01-10,amanda27@example.com,001-291-400-5634x917,3861,4,283,Home
C0748,37,F,22560,West Jenniferhaven,2021-07-22,nhill@example.net,+1-767-442-5261,49958,65,227,Electronics
C0749,35,M,24611,East Walterberg,2024-03-05,michellecastro@example.net,(968)846-3666,253,3,72,Electronics
C0750,64,F,37959,Lawsonton,2023-02-09,elizabeth84@example.com,(642)353-6088,878,3,243,Home
C0751,58,M,13049,Johnnyhaven,2024-07-10,joshuabaker@example.net,+1-606-258-6229,93,3,18,Electronics
C0752,66,F,6582,Jasonmouth,2023-03-31,gford@example.org,967.893.7527x219,15,4,77,Fashion
C0753,31,M,23707,Jameshaven,2024-08-23,amy35@example.org,+1-902-289-7208x96918,114,2,45,Electronics
C0754,32,M,45261,Melissafurt,2022-05-15,tinastein@example.org,(248)219-1677,208,3,343,Fashion
C0755,48,M,36155,North Patricia,2023-11-24,howellkristy@example.org,(407)733-6583,357,4,140,Home
C0756,18,M,23953,Reginaside,2025-07-21,markstafford@example.com,(907)225-2909x771,477,5,177,Fashion
C0757,20,F,18094,Lake Alexandra,2021-01-07,hburke@example.net,897.283.9690,1207,2,222,Home
C0758,33,M,30419,Robertsonborough,2022-10-23,jennifer90@example.com,(313)733-7459,356,2,92,Electronics
C0759,40,F,14921,Garciafort,2022-12-17,mcannon@example.com,3029179946,26650,87,22,Beauty
